time,state_f,state_estimated,drag_effect,state_model_guess,state_model_optimized
82.086456,-0.665459,-67.583916,-66.918457,-13.373433414101836,-68.42451522481345
82.089386,-0.891891,-67.677872,-66.78598099999999,-13.408532442608669,-68.6279398499649
82.091347,-0.942192,-67.768341,-66.826149,-13.444397790395698,-68.82488019855637
82.094269,-1.015678,-67.855324,-66.839646,-13.479800612791827,-69.01884902788781
82.097198,-1.154594,-67.939011,-66.78441699999999,-13.514796139780039,-69.21002804146508
82.099152,-1.166763,-68.01889,-66.852127,-13.548115851617215,-69.40084836996768
82.101105,-1.080475,-68.094299,-67.013824,-13.581440735490078,-69.58651019919704
82.104034,-1.155617,-68.165298,-67.009681,-13.616894469814033,-69.76346701412703
82.105988,-1.357536,-68.232056,-66.87452,-13.648041546924667,-69.94532451804639
82.107941,-1.282562,-68.294403,-67.011841,-13.677158415823417,-70.12672058181502
82.109894,-1.167934,-68.352692,-67.184758,-13.710798708514709,-70.29417358885726
82.111847,-1.227154,-68.407135,-67.179981,-13.743973875099753,-70.48860543657969
82.114777,-0.968136,-68.457741,-67.489605,-13.7778489349933,-70.70654172524756
82.11673,-0.545208,-68.505142,-67.959934,-13.814857952224681,-70.91261178364573
82.119659,-0.275826,-68.592316,-68.31649,-13.884496211407479,-71.31917019712502
82.120636,-0.020954,-68.632462,-68.611508,-13.919682884993348,-71.5145947285011
82.122589,0.218895,-68.670898,-68.889793,-13.952205155379037,-71.71149209767569
82.124542,0.432049,-68.708252,-69.14030100000001,-13.984134227371289,-71.90533144467697
82.126495,0.68906,-68.744476,-69.433536,-14.015933098518488,-72.0947417823765
82.128448,0.732494,-68.780029,-69.512523,-14.04897066917747,-72.27694457152761
82.130409,0.602505,-68.815865,-69.41837,-14.078776575279436,-72.46141057662452
82.132355,0.808506,-68.851837,-69.660343,-14.105093098673896,-72.64902137842466
82.134315,1.220501,-68.887741,-70.108242,-14.14140965427715,-72.86116908635672
82.136261,1.354183,-68.924316,-70.27849900000001,-14.184122699301831,-73.10410858596089
82.138214,1.508163,-68.961884,-70.470047,-14.221808231015064,-73.35172328211024
82.140167,1.8936,-69.000381,-70.89398100000001,-14.26192534407371,-73.58944220790805
82.14212,1.97435,-69.040482,-71.014832,-14.304739038698251,-73.81716285716429
82.144073,1.865311,-69.082558,-70.94786900000001,-14.3421780623726,-74.05123651023452
82.146027,2.117073,-69.126282,-71.24335500000001,-14.378216672170579,-74.28210802208032
82.14798,2.355614,-69.171822,-71.52743600000001,-14.417121829214318,-74.50210907304637
82.149933,2.226494,-69.220001,-71.446495,-14.45467752106691,-74.719665557905
82.151894,2.207748,-69.270966,-71.478714,-14.488678789617685,-74.93997366450262
82.153839,2.415718,-69.324341,-71.740059,-14.524389447334041,-75.1524234124076
82.155792,2.495773,-69.380409,-71.876182,-14.55908905741279,-75.361970404803
82.157745,2.514076,-69.439484,-71.95356,-14.592740213832334,-75.56870551486954
82.159698,2.476807,-69.501663,-71.97846999999999,-14.627361712637454,-75.76903549106171
82.161652,2.289749,-69.567215,-71.856964,-14.660532541241404,-75.96821388324304
82.163605,2.351555,-69.636047,-71.98760200000001,-14.689105144868911,-76.17237310638824
82.165558,2.644485,-69.707733,-72.35221800000001,-14.72107678096205,-76.36502065157947
82.167511,2.483154,-69.782318,-72.265472,-14.759099134198612,-76.56483364177055
82.169464,2.135529,-69.859993,-71.99552200000001,-14.793689654441627,-76.79138497186996
82.171417,2.299133,-69.94072,-72.239853,-14.82809995104943,-77.01371423882655
82.17337,2.440498,-70.02491,-72.46540800000001,-14.86662130035003,-77.22267096539196
82.175323,2.118301,-70.112984,-72.231285,-14.902431536756884,-77.43178305924788
82.177277,1.900909,-70.204941,-72.10585,-14.93444132227109,-77.64401949711024
82.17923,1.91568,-70.300758,-72.216438,-14.969188497248597,-77.84696640258437
82.18119,1.76786,-70.400101,-72.167961,-15.00439612425486,-78.0452417153733
82.183136,1.570602,-70.502129,-72.07273099999999,-15.036936994193914,-78.24425538172358
82.185089,1.408318,-70.606522,-72.01483999999999,-15.071235727582646,-78.43521327137914
82.187042,1.197182,-70.71357,-71.910752,-15.10301479049938,-78.62703034415037
82.188995,1.230583,-70.822655,-72.053238,-15.13242346047505,-78.82005221778955
82.190948,1.406265,-70.933395,-72.33966000000001,-15.164485815434992,-79.00360597948942
82.192902,1.271645,-71.046204,-72.31784900000001,-15.197127586937844,-79.1819109157634
82.194855,1.090309,-71.160461,-72.25077,-15.225844299674398,-79.36376576889904
82.196808,1.201141,-71.275429,-72.47657000000001,-15.254533331446305,-79.5416625541425
82.198761,1.163605,-71.391678,-72.555283,-15.285809205739591,-79.71064305393233
82.200714,0.95974,-71.509377,-72.469117,-15.316776728341978,-79.90120285589222
82.202667,1.050491,-71.627754,-72.67824499999999,-15.34981646737395,-80.10795067028134
82.20462,1.133194,-71.746872,-72.880066,-15.385058545935884,-80.30586252000643
82.206573,0.918488,-71.867073,-72.785561,-15.419520876011868,-80.50080641697136
82.208527,0.824509,-71.988022,-72.812531,-15.450249594348385,-80.69899145366897
82.21048,0.983582,-72.109612,-73.093194,-15.482377182588433,-80.89053578697475
82.212433,1.050812,-72.231956,-73.28276799999999,-15.514582645107557,-81.07754983529719
82.214386,1.063004,-72.354942,-73.417946,-15.544463756428385,-81.26494655713893
82.216339,1.114777,-72.478378,-73.59315500000001,-15.575535806761739,-81.44618332320925
82.218292,1.104355,-72.602249,-73.706604,-15.605447618956847,-81.62606496536145
